SMILES,type,EO,PO,CMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,source
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,8,0,0.00099,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 201; name=DECYL /OXYETHYLENE/8 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=3.40 E 0 Q DECANOL-1; authors=NAKA KURI; reference=60006; original CMC=5.2 X10-2 D 9.90 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,8,0,0.000857,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 201; name=DECYL /OXYETHYLENE/8 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=6.19 E 0 Q DECANOL-1; authors=NAKA KURI; reference=60006; original CMC=4.5 X10-2 D 8.57 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,8,0,0.000762,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 201; name=DECYL /OXYETHYLENE/8 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=8.50 E 0 Q DECANOL-1; authors=NAKA KURI; reference=60006; original CMC=4.0 X10-2 D 7.62 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,8,0,0.000628,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 201; name=DECYL /OXYETHYLENE/8 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=1.142E 1 Q DECANOL-1; authors=NAKA KURI; reference=60006; original CMC=3.3 X10-2 D 6.28 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,8,0,0.000381,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 201; name=DECYL /OXYETHYLENE/8 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=1.661E 1 Q DECANOL-1; authors=NAKA KURI; reference=60006; original CMC=2.0 X10-2 D 3.81 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CC.CC.CC.CCOCC1C(C(C(C(O1)OC2C(OC(C(C2OCC)OCC)OCC)COCC)OCC)OCC)OCC,nonionic,11,0,0.00144,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 202; name=DECYL /OXYETHYLENE/11 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=nan; authors=NAKA KURI; reference=60006; original CMC=9.5 X10-2 D 1.44 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CC.CC.CC.CCOCC1C(C(C(C(O1)OC2C(OC(C(C2OCC)OCC)OCC)COCC)OCC)OCC)OCC,nonionic,11,0,0.0014,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 202; name=DECYL /OXYETHYLENE/11 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=1.40 E 0 Q N-DECANE; authors=NAKA KURI; reference=60006; original CMC=9.2 X10-2 D 1.40 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CC.CC.CC.CCOCC1C(C(C(C(O1)OC2C(OC(C(C2OCC)OCC)OCC)COCC)OCC)OCC)OCC,nonionic,11,0,0.00136,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 202; name=DECYL /OXYETHYLENE/11 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=2.58 E 0 Q N-DECANE; authors=NAKA KURI; reference=60006; original CMC=9.0 X10-2 D 1.36 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CC.CC.CC.CCOCC1C(C(C(C(O1)OC2C(OC(C(C2OCC)OCC)OCC)COCC)OCC)OCC)OCC,nonionic,11,0,0.00133,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 202; name=DECYL /OXYETHYLENE/11 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=3.31 E 0 Q N-DECANE; authors=NAKA KURI; reference=60006; original CMC=8.8 X10-2 D 1.33 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CC.CC.CC.CCOCC1C(C(C(C(O1)OC2C(OC(C(C2OCC)OCC)OCC)COCC)OCC)OCC)OCC,nonionic,11,0,0.00127,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 202; name=DECYL /OXYETHYLENE/11 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=5.67 E 0 Q DECANOL-1; authors=NAKA KURI; reference=60006; original CMC=8.4 X10-2 D 1.27 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CC.CC.CC.CCOCC1C(C(C(C(O1)OC2C(OC(C(C2OCC)OCC)OCC)COCC)OCC)OCC)OCC,nonionic,11,0,0.00114,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 202; name=DECYL /OXYETHYLENE/11 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=1.018E 1 Q DECANOL-1; authors=NAKA KURI; reference=60006; original CMC=7.5 X10-2 D 1.14 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CC.CC.CC.CCOCC1C(C(C(C(O1)OC2C(OC(C(C2OCC)OCC)OCC)COCC)OCC)OCC)OCC,nonionic,11,0,0.000958,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 202; name=DECYL /OXYETHYLENE/11 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=1.712E 1 Q DECANOL-1; authors=NAKA KURI; reference=60006; original CMC=6.3 X10-2 D 9.58 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.002425,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=09.7; additives=nan; authors=KURI; reference=62009; original CMC=1.70 X10-1 D 2.425X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.001569,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=29; additives=nan; authors=KURI; reference=62009; original CMC=1.10 X10-1 D 1.569x10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.001497,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=nan; authors=KURI; reference=62009; original CMC=1.05 X10-1 D 1.497X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.00116,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=45; additives=nan; authors=KURI; reference=62009; original CMC=8.2 X10-2 D 1.16 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.00111,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=50.7; additives=nan; authors=KURI; reference=62009; original CMC=7.8 X10-2 D 1.11 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.00111,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=50; additives=nan; authors=KURI; reference=62009; original CMC=7.8 X10-2 D 1.11 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.000998,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=58.5; additives=nan; authors=KURI; reference=62009; original CMC=7.0 X10-2 D 9.98 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.000884,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=69.7; additives=nan; authors=KURI; reference=62009; original CMC=6.2 X10-2 D 8.84 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.000855,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=73.4; additives=nan; authors=KURI; reference=62009; original CMC=6.0 X10-2 D 8.55 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.000855,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=75; additives=nan; authors=KURI; reference=62009; original CMC=6.0 X10-2 D 8.55 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.002353,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=09.6; additives=1.86 E 0 Q N-DECANE; authors=KURI; reference=62009; original CMC=1.65 X10-1 D 2.353x10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.002325,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=10; additives=2.6 E 0 Q N-DECANE; authors=KURI; reference=62009; original CMC=1.63 X10-1 D 2.325X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.001497,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=1.86 E 0 Q N-DECANE; authors=KURI; reference=62009; original CMC=1.05 X10-1 D 1.497x10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.001455,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=4.4 E 0 Q N-DECANE; authors=KURI; reference=62009; original CMC=1.02 X10-1 D 1.455X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.00111,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=50; additives=1.86 E 0 Q N-DECANE; authors=KURI; reference=62009; original CMC=7.8 X10-2 D 1.11 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.000998,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=50; additives=8.7 E 0 Q N-DECANE; authors=KURI; reference=62009; original CMC=7.0 X10-2 D 9.98 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.000998,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=60; additives=1.86 E 0 Q N-DECANE; authors=KURI; reference=62009; original CMC=7.0 X10-2 D 9.98 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.00097,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=60; additives=1.35 E 1 N-DECANE; authors=KURI; reference=62009; original CMC=6.8 X10-2 D 9.70 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.000884,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=66.6; additives=1.86 E 0 N-DECANE; authors=KURI; reference=62009; original CMC=6.2 X10-2 D 8.84 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.000884,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=69; additives=1.86 E Q N-DECANE; authors=KURI; reference=62009; original CMC=6.2 X10-2 D 8.84 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.002068,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=10; additives=9.17 E 0 Q DECANOL-1; authors=KURI; reference=62009; original CMC=1.45 X10-1 D 2.068X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.00125,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=29.9; additives=9.17 0 DECANOL-1; authors=KURI; reference=62009; original CMC=8.8 X10-2 D 1.25 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.001497,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=1.87 0 Q DECANOL-1; authors=KURI; reference=62009; original CMC=1.05 X10-1 D 1.497X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.00141,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=4.56 E Q DECANOL-1; authors=KURI; reference=62009; original CMC=9.9 X10-2 D 1.41 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.00131,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=7.75 E Q DECANOL-1; authors=KURI; reference=62009; original CMC=9.2 X10-2 D 1.31 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.00125,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=9.17 DECANOL-1; authors=KURI; reference=62009; original CMC=8.8 X10-2 D 1.25 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.00121,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=1.11 DECANOL-1; authors=KURI; reference=62009; original CMC=8.5 X10-2 D 1.21 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.000998,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=1.91 DECANOL-1; authors=KURI; reference=62009; original CMC=7.0 X10-2 D 9.98 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.00108,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=43.4; additives=9.17 Q DECANOL-1; authors=KURI; reference=62009; original CMC=7.6 X10-2 D 1.08 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.00111,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=45; additives=5.37 Q DECANOL-1; authors=KURI; reference=62009; original CMC=7.8 X10-2 D 1.11 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.00106,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=45; additives=9.17 Q DECANOL-1; authors=KURI; reference=62009; original CMC=7.5 X10-2 D 1.06 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.00105,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=45; additives=1.07 E 1 Q DECANOL-1; authors=KURI; reference=62009; original CMC=7.4 X10-2 D 1.05 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.00104,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=45; additives=1.28 E 1 Q DECANOL-1; authors=KURI; reference=62009; original CMC=7.3 X10-2 D 1.04 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.000984,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=45; additives=1.73 E 1 Q DECANOL-1; authors=KURI; reference=62009; original CMC=6.9 X10-2 D 9.84 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.000998,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=49.7; additives=9.17 0 Q DECANOL-1; authors=KURI; reference=62009; original CMC=7.0 X10-2 D 9.98 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.00106,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=50; additives=3.53 0 Q DECANOL-1; authors=KURI; reference=62009; original CMC=7.5 X10-2 D 1.06 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.00104,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=50; additives=5.58 E 0 Q DECANOL-1; authors=KURI; reference=62009; original CMC=7.3 X10-2 D 1.04 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCOCCOC(CO)C(COCCOCCCC)(C(CO)OCCOCCCCCC)O.CCCCOCCOCCO,nonionic,12,0,0.00101,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 204; name=DECYL /OXYETHYLENE/12 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=50; additives=7.52 E 0 Q DECANOL-1; authors=KURI; reference=62009; original CMC=7.1 X10-2 D 1.01 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
