SMILES,type,EO,PO,CMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,source
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,9,0,0.0013,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 109; name=DECYL /OXYETHYLENE/ 9 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=25; additives=nan; authors=CORK GOOD; reference=64003; original CMC=1.3 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,9,0,0.0011,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 109; name=DECYL /OXYETHYLENE/ 9 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=35; additives=nan; authors=CORK GOOD; reference=64003; original CMC=1.1 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,nonionic,6,0,0.000108,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 110; name=DODECYL /OXYETHYLENE/ 6 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=15; additives=nan; authors=CORK GOOD; reference=64003; original CMC=1.08 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,nonionic,6,0,0.000108,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 110; name=DODECYL /OXYETHYLENE/ 6 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=15; additives=nan; authors=GOOD OTTE; reference=61004; original CMC=1.08 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,nonionic,6,0,8.2e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 110; name=DODECYL /OXYETHYLENE/ 6 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=20; additives=nan; authors=CARL CHAL; reference=64009; original CMC=8.2 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,nonionic,6,0,7.2e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 110; name=DODECYL /OXYETHYLENE/ 6 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=20; additives=nan; authors=CARL CHAL; reference=64009; original CMC=7.2 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,nonionic,6,0,0.0001,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 110; name=DODECYL /OXYETHYLENE/ 6 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=20; additives=nan; authors=DONB JAN; reference=63021; original CMC=1.00 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,nonionic,6,0,8.7e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 110; name=DODECYL /OXYETHYLENE/ 6 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=25; additives=nan; authors=GOOD OTTE; reference=61004; original CMC=8.7 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,nonionic,6,0,7.2e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 110; name=DODECYL /OXYETHYLENE/ 6 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=35; additives=nan; authors=CORK GOOD; reference=64003; original CMC=7.2 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,nonionic,6,0,7.2e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 110; name=DODECYL /OXYETHYLENE/ 6 ALCOHOL HOMOGENEOUS HEAD GROUP; temperature=35; additives=nan; authors=GOOD OTTE; reference=61004; original CMC=7.2 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,3.2e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=40; additives=nan; authors=SCHI; reference=63026; original CMC=3.2 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,2.8e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=45; additives=nan; authors=SCHI; reference=64020; original CMC=2.8 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,2.8e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=45; additives=nan; authors=SCHI MANN; reference=66001; original CMC=2.8 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,2e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=55; additives=nan; authors=SCHI; reference=62019; original CMC=2.0 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,0.00012,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=10; additives=3. EOM UREA; authors=SCHI; reference=64020; original CMC=1.2 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,0.000208,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=10; additives=6. EOM UREA; authors=SCHI; reference=64020; original CMC=2.08 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,6.25e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=25; additives=3. M UREA; authors=SCHI; reference=64020; original CMC=6.25 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,0.000125,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=25; additives=6. M UREA; authors=SCHI; reference=64020; original CMC=1.25 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,3.4e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=45; additives=3. E O M UREA; authors=SCHI; reference=64020; original CMC=3.4 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,5.6e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=45; additives=6. E O I M UREA; authors=SCHI; reference=64020; original CMC=5.6 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,9e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=05.0; additives=2.5 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=9.0 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,9e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=05.0; additives=5.0 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=9.0 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,0.00015,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=05.0; additives=7.5 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=1.5 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,0.0003,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=05.0; additives=9.0 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=3.0 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,5e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=25; additives=2.5 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=5.0 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,5.1e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=25; additives=5.0 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=5.1 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,7.5e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=25; additives=7.5 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=7.5 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,0.0002,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=25; additives=9.0 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=2.0 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,2.8e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=45; additives=2.5 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=2.8 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,3e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=45; additives=5.0 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=3.0 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,4.2e-05,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=45; additives=7.5 E1I 0001; authors=SCHI MANN; reference=66001; original CMC=4.2 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,7,0,0.00013,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 115; name=DODECYL /OXYETHYLENE/7 ALCOHOL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=45; additives=9.0 0001; authors=SCHI MANN; reference=66001; original CMC=1.3 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,20,0,0.000155,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 156; name=NONYL BENZENE /OXYETHYLENE/ 20.0 ALCOHOL BRANCHED CHAIN, NATURAL 0E DISTRIBUTION; temperature=25; additives=nan; authors=HSIA DUNN; reference=56014; original CMC=1.55 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CCCCCCCCCC1=CC=C(C=C1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,20,0,7.8e-05,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 156; name=NONYL BENZENE /OXYETHYLENE/ 20.0 ALCOHOL BRANCHED CHAIN, NATURAL 0E DISTRIBUTION; temperature=25; additives=8.6 E-1 M NA CL; authors=HSIA DUNN; reference=-56014; original CMC=7.8 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CCCCCCCCCC1=CC=CC=C1OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,15,0,0.00012,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 168; name=NONYL BENZENE /OXYETHYLENE/ 15 ALCOHOL BRANCHED CHAIN, NATURAL 0E DISTRIBUTION; temperature=25; additives=nan; authors=HSIA DUNN; reference=56014; original CMC=1.2 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CCCCCCCCCC1=CC=CC=C1OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,15,0,0.00012,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 168; name=NONYL BENZENE /OXYETHYLENE/ 15 ALCOHOL BRANCHED CHAIN, NATURAL 0E DISTRIBUTION; temperature=25; additives=8.6 E-1 H CL; authors=HSIA DUNN; reference=56014; original CMC=1.20 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CCCCCCCCCC1=CC=CC=C1OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,15,0,0.00015,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 168; name=NONYL BENZENE /OXYETHYLENE/ 15 ALCOHOL BRANCHED CHAIN, NATURAL 0E DISTRIBUTION; temperature=25; additives=3.1 EOM H CL; authors=HSIA DUNN; reference=56014; original CMC=1.50 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CCCCCCCCCC1=CC=CC=C1OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,15,0,0.00013,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 168; name=NONYL BENZENE /OXYETHYLENE/ 15 ALCOHOL BRANCHED CHAIN, NATURAL 0E DISTRIBUTION; temperature=25; additives=8.6 E-1 M H N03; authors=HSIA DUNN; reference=56014; original CMC=1.30 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CCCCCCCCCC1=CC=CC=C1OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,15,0,0.00029,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 168; name=NONYL BENZENE /OXYETHYLENE/ 15 ALCOHOL BRANCHED CHAIN, NATURAL 0E DISTRIBUTION; temperature=25; additives=3.1 EOM H N03; authors=HSIA DUNN; reference=56014; original CMC=2.90 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CCCCCCCCCC1=CC=CC=C1OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,15,0,0.0001,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 168; name=NONYL BENZENE /OXYETHYLENE/ 15 ALCOHOL BRANCHED CHAIN, NATURAL 0E DISTRIBUTION; temperature=25; additives=5. E-1 M NA BR; authors=HSIA DUNN; reference=56014; original CMC=1.00 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CCCCCCCCCC1=CC=CC=C1OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,15,0,7.6e-05,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 168; name=NONYL BENZENE /OXYETHYLENE/ 15 ALCOHOL BRANCHED CHAIN, NATURAL 0E DISTRIBUTION; temperature=25; additives=5. E-1 M NA BR03; authors=HSIA DUNN; reference=56014; original CMC=7.6 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CCCCCCCCCC1=CC=CC=C1OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,15,0,8.4e-05,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 168; name=NONYL BENZENE /OXYETHYLENE/ 15 ALCOHOL BRANCHED CHAIN, NATURAL 0E DISTRIBUTION; temperature=25; additives=5. E-1 M NA CL; authors=HSIA DUNN; reference=56014; original CMC=8.4 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CCCCCCCCCC1=CC=CC=C1OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,15,0,5.1e-05,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 168; name=NONYL BENZENE /OXYETHYLENE/ 15 ALCOHOL BRANCHED CHAIN, NATURAL 0E DISTRIBUTION; temperature=25; additives=8.6 E-1 M NA CL; authors=HSIA DUNN; reference=56014; original CMC=5.1 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CCCCCCCCCC1=CC=CC=C1OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,15,0,0.000108,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 168; name=NONYL BENZENE /OXYETHYLENE/ 15 ALCOHOL BRANCHED CHAIN, NATURAL 0E DISTRIBUTION; temperature=25; additives=5. E-1 M NA I; authors=HSIA DUNN; reference=56014; original CMC=1.08 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CCCCCCCCCC1=CC=CC=C1OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,15,0,9.7e-05,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 168; name=NONYL BENZENE /OXYETHYLENE/ 15 ALCOHOL BRANCHED CHAIN, NATURAL 0E DISTRIBUTION; temperature=25; additives=5. E-1 M NA N03; authors=HSIA DUNN; reference=56014; original CMC=9.7 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CCCCCCCCCC1=CC=CC=C1OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,15,0,5.1e-05,,,,,,"PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 168; name=NONYL BENZENE /OXYETHYLENE/ 15 ALCOHOL BRANCHED CHAIN, NATURAL 0E DISTRIBUTION; temperature=25; additives=5. E-1 M NA OH; authors=HSIA DUNN; reference=56014; original CMC=5.1 X10-5 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets"
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,8,0,0.00114,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 201; name=DECYL /OXYETHYLENE/8 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=nan; authors=NAKA KURI; reference=60006; original CMC=6.0 X10-2 D 1.14 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,8,0,0.000762,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 201; name=DECYL /OXYETHYLENE/8 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=1.50 E-2 Q N-DECANE; authors=NAKA KURI; reference=60006; original CMC=4.0 X10-2 D 7.62 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,8,0,0.00108,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 201; name=DECYL /OXYETHYLENE/8 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=1.32 E 0 Q N-DECANE; authors=NAKA KURI; reference=60006; original CMC=5.7 X10-2 D 1.08 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,8,0,0.00102,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 201; name=DECYL /OXYETHYLENE/8 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=2.33 E 0 N-DECANE; authors=NAKA KURI; reference=60006; original CMC=5.4 X10-2 D 1.02 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,8,0,0.00099,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 201; name=DECYL /OXYETHYLENE/8 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=3.16 E 0 N-DECANE; authors=NAKA KURI; reference=60006; original CMC=5.2 X10-2 D 9.90 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,8,0,0.000971,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 201; name=DECYL /OXYETHYLENE/8 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=3.78 E 0 N-DECANE; authors=NAKA KURI; reference=60006; original CMC=5.1 X10-2 D 9.71 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,8,0,0.000914,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 201; name=DECYL /OXYETHYLENE/8 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=4.93 E 0 N-DECANE; authors=NAKA KURI; reference=60006; original CMC=4.8 X10-2 D 9.14 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
CCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,8,0,0.000762,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 201; name=DECYL /OXYETHYLENE/8 OXYMETHYL REDUCED POLYDISPERSION OF HEAD GROUPS; temperature=30; additives=1.20 E 1 N-DECANE; authors=NAKA KURI; reference=60006; original CMC=4.0 X10-2 D 7.62 X10-4 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets
