SMILES,type,EO,PO,CMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,source
CCCCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,nonionic,0,0,3.300000000927876e-06,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=0.51851394 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCC=CCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,nonionic,0,0,3.199999997642849e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.50514998 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCC=CCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,nonionic,0,0,5.400000002201201e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.73239376 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,nonionic,0,0,2.4000000015937224e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.38021124 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,nonionic,0,0,3.600000001929029e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.5563025 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC(=O)N(C)CC(O)CO,nonionic,0,0,0.00022999999999068292,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.36172784 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(O)CO,nonionic,0,0,0.0003600000001929025,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.5563025 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,nonionic,0,0,0.0020000000015474237,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.30103 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,nonionic,0,0,0.0020000000015474237,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.30103 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,nonionic,0,0,0.00019000000002063693,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.2787536 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCC=CCCCCCCCC(=O)NCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,nonionic,0,0,8.999999990895757e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.95424251 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCC=CCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,nonionic,0,0,2.000000001547426e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.30103 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCC=CCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C1O,nonionic,0,0,4.199999996151965e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.62324929 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,nonionic,0,0,0.0012999999990815274,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.11394335 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,nonionic,0,0,0.00031000000011829643,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.49136169 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,nonionic,0,0,0.00016999999985192857,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.23044892 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,nonionic,0,0,0.0057000000042984654,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.75587486 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,nonionic,0,0,0.0033000000009278762,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.51851394 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,nonionic,0,0,0.0004500000002327804,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.65321251 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCC(=O)N(C)CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,nonionic,0,0,6.800000004599626e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.83250891 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCOC1OC(CO)C(O)C(O)C1O,nonionic,0,0,0.006900000004174447,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.83884909 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCSC1OC(CO)C(O)C(O)C1O,nonionic,0,0,0.008500000005591852,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.92941893 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCOCCOCCOCCO,nonionic,3,0,0.1,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=5 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCOCCOCCOCCO,nonionic,3,0,0.0005999999994699769,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.77815125 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCO,nonionic,6,0,8.700000007640026e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.93951925 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,8,0,0.012999999990815261,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.11394335 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,9,0,0.0012999999990815274,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.11394335 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCC[N+](C)(C)C,cationic,0,0,0.14000000010372393,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=5.14612804 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCC[N+](C)(C)C,cationic,0,0,0.06800000004599625,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.83250891 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC[N+](C)(C)C,cationic,0,0,0.0160000000126762,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.20411998 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC[N+](C)(C)C,cationic,0,0,0.02000000001547422,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.30103 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCC[N+](C)(C)C,cationic,0,0,0.0036000000019290254,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.5563025 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCC[N+](C)(C)C,cationic,0,0,0.004500000002327804,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.65321251 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCCC[N+](C)(C)C,cationic,0,0,0.0009800000006938952,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.99122608 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCC[n+]1ccccc1,cationic,0,0,0.04399999995074252,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.64345268 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCC[n+]1ccccc1,cationic,0,0,0.021000000012866143,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.3222193 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC[n+]1ccccc1,cationic,0,0,0.011399999991167763,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.05690485 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC[n+]1ccccc1,cationic,0,0,0.01699999998519286,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.23044892 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC[n+]1ccccc1,cationic,0,0,0.005300000004871852,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.72427587 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCC[n+]1ccccc1,cationic,0,0,0.005300000004871852,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.72427587 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCC[n+]1ccccc1,cationic,0,0,0.002699999999011578,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.43136376 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCC[n+]1ccccc1,cationic,0,0,0.0034999999971771106,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.54406804 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCC[n+]1ccccc1,cationic,0,0,0.0012999999990815274,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.11394335 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCCC[n+]1ccccc1,cationic,0,0,0.0006400000000237447,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.80617997 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCCC[n+]1ccccc1,cationic,0,0,0.0008999999990895758,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.95424251 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCCCCC[n+]1ccccc1,cationic,0,0,0.00024000000015937247,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.38021124 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC[N+](C)(C)CC,cationic,0,0,0.014000000010372392,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.14612804 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC[N+](C)(C)CCCC,cationic,0,0,0.007499999993235582,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.87506126 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC[N+](C)(C)CCCCCC,cationic,0,0,0.003100000001182964,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.49136169 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC[N+](C)(C)CCCCCCCC,cationic,0,0,0.0010999999995992406,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.04139268 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCC[N+](CC)(CC)CC,cationic,0,0,0.003100000001182964,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.49136169 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCC[N+](CCC)(CCC)CCC,cationic,0,0,0.0021000000012866143,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.3222193 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCC[N+](CCCC)(CCCC)CCCC,cationic,0,0,0.001199999999868408,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.07918125 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCC[N+](C)(C)Cc1ccccc1,cationic,0,0,0.038999999997620334,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.59106461 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,cationic,0,0,0.008799999996957169,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.94448267 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,cationic,0,0,0.0020000000015474237,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.30103 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC[NH2+]CCO,nonionic,0,0,0.045000000023278044,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.65321251 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC[NH+]CCO,nonionic,0,0,0.03600000001929029,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.5563025 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC[N+]CCO,cationic,0,0,0.025000000018879035,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.39794001 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,cationic,0,0,0.0018499999982832494,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.26717173 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC,cationic,0,0,0.00017600000007531667,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.24551267 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCCC(=O)NC(C(=O)[O-])C(C)C,anionic,0,0,0.0019000000002063692,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.2787536 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCCC(=O)NC(CC(C)C)C(=O)[O-],anionic,0,0,0.0014999999998076842,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.17609126 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCS(=O)(=O)[O-],anionic,0,0,0.04300000004162564,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.63346846 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCS(=O)(=O)[O-],anionic,0,0,0.012399999995367856,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.09342169 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCS(=O)(=O)[O-],anionic,0,0,0.010999999995992405,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.04139268 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCS(=O)(=O)[O-],anionic,0,0,0.008900000007276802,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.94939001 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCS(=O)(=O)[O-],anionic,0,0,0.009300000009552056,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.96848295 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOS(=O)(=O)[O-],anionic,0,0,0.008199999992754971,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.91381385 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOS(=O)(=O)[O-],anionic,0,0,0.008900000007276802,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.94939001 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCOS(=O)(=O)[O-],anionic,0,0,0.0021000000012866143,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.3222193 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCOCCS(=O)(=O)[O-],anionic,1,0,0.015899999988267906,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.20139712 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOCCOS(=O)(=O)[O-],anionic,1,0,0.0038999999997620335,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.59106461 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-],anionic,2,0,0.0029000000006747214,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.462398 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCCCOCCOCCOCCOCCOCCOS(=O)(=O)[O-],anionic,5,0,2.5000000018879034e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.39794001 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCC(CCCCCC)COCCOCCOCCOCCOCCOS(=O)(=O)[O-],anionic,5,0,8.599999995176808e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.93449845 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCOC(=O)CS(=O)(=O)[O-],anionic,0,0,0.16999999985192857,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=5.23044892 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCOC(=O)CS(=O)(=O)[O-],anionic,0,0,0.06600000006962245,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.81954394 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCOC(=O)CS(=O)(=O)[O-],anionic,0,0,0.022000000009006496,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.34242268 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCOC(=O)CC(C(=O)OCCCC)S(=O)(=O)[O-],anionic,1,0,0.20000000015474217,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=5.30103 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCOC(=O)CC(C(=O)OCCCCC)S(=O)(=O)[O-],anionic,1,0,0.053000000048718465,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.72427587 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-],anionic,0,0,0.0025000000018879035,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.39794001 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCOC(=O)CC(C(=O)OCCCCCCCC)S(=O)(=O)[O-],anionic,1,0,0.0009099999993271958,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.95904139 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCC(C(=O)OCC)S(=O)(=O)[O-],anionic,0,0,0.0022499999994230525,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.35218252 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCC(C(=O)OCCCC)S(=O)(=O)[O-],anionic,1,0,0.001349999998461278,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.13033377 converted to mol/L; https://github.com/sandialabs/P2SURF
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,anionic,0,0,0.029000000006747212,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.462398 converted to mol/L; https://github.com/sandialabs/P2SURF
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,anionic,0,0,0.030000000019365043,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.47712126 converted to mol/L; https://github.com/sandialabs/P2SURF
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,anionic,0,0,0.03300000000927876,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.51851394 converted to mol/L; https://github.com/sandialabs/P2SURF
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,anionic,0,0,0.030000000019365043,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.47712126 converted to mol/L; https://github.com/sandialabs/P2SURF
O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,anionic,0,0,0.004899999999678292,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.69019608 converted to mol/L; https://github.com/sandialabs/P2SURF
O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,anionic,0,0,0.006299999993420215,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.79934055 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCOC(=O)CC(C(=O)OCCCCCC)S(=O)(=O)[O-],anionic,1,0,0.0014000000010372378,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.14612804 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-],anionic,0,0,0.0007299999997975269,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.86332286 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCC[N+](C)(C)CC(=O)[O-],zwitterionic/ionic,0,0,0.017999999995718313,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.2552725 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],zwitterionic/ionic,0,0,0.0020000000015474237,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.30103 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],zwitterionic/ionic,0,0,0.00022000000009006474,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.34242268 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)[O-],zwitterionic/ionic,0,0,2.000000001547426e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.30103 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC[N+](C)(C)CCCC(=O)[O-],zwitterionic/ionic,0,0,0.0046000000033727334,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.66275783 converted to mol/L; https://github.com/sandialabs/P2SURF
