名称,smiles,EO,PO,亲油亲水值HLB,CMC（临界胶束浓度）,表面张力（γcmc）,界面张力（IFT）,润湿性接触角θ,最小分子截面积Amin,最大表面过剩浓度Γmax,表面张力降低效率参数Pc20,文献或来源（如果可以）,source_temperature
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.0117,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=5.0 E-3 M HEXANOL-1; authors=CORR HARK; reference=50008; original CMC=1.17 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.0101,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.18 E-2 M HEXANOL-1; authors=CORR HARK; reference=50008; original CMC=1.01 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.0095,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.46 E-2 M HEXANOL-1; authors=CORR HARK; reference=50008; original CMC=9.5 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.0091,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.68 E-2 M HEXANOL-1; authors=CORR HARK; reference=50008; original CMC=9.1 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.0084,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.96 E-2 M HEXANOL-1; authors=CORR HARK; reference=50008; original CMC=8.4 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.0111,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=2.74 E-3 M HEPTANOL-1; authors=CORR HARK; reference=50008; original CMC=1.11 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00997,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=4.94 E-3 M HEPTANOL-1; authors=CORR HARK; reference=50008; original CMC=9.97 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00902,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=5.96 E-3 M HEPTANOL-1; authors=CORR HARK; reference=50008; original CMC=9.02 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00865,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=6.43 E-3 M HEPTANOL-1; authors=CORR HARK; reference=50008; original CMC=8.65 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00855,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=7.07 E-3 M HEPTANOL-1; authors=CORR HARK; reference=50008; original CMC=8.55 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.0078,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=7.73 E-3 M HEPTANOL-1; authors=CORR HARK; reference=50008; original CMC=7.80 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00806,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.50 E-2 M K CL; authors=CORR HARK; reference=50008; original CMC=8.06 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00662,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=3.00 E-2 M K CL; authors=CORR HARK; reference=50008; original CMC=6.62 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.0047,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=6.00 E-2 M K CL; authors=CORR HARK; reference=50008; original CMC=4.70 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.031,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.619E 1 H METHANOL; authors=BROW GRIE; reference=49014; original CMC=3.1 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.0177,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.619E 1 H METHANOL; authors=BROW GRIE; reference=49014; original CMC=1.77 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.0237,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=2.465E 1 H METHANOL; authors=BROW GRIE; reference=49014; original CMC=2.37 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.052,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=2.465E 1 H METHANOL; authors=BROW GRIE; reference=49014; original CMC=5.2 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00899,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=6.31 E-1 M PROPANOL-1; authors=CORR HARK; reference=50008; original CMC=8.99 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00703,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=9.88 E-1 M PROPANOL-1; authors=CORR HARK; reference=50008; original CMC=7.03 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00953,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=6.54 E-1 M PROPANOL-2; authors=CORR HARK; reference=50008; original CMC=9.53 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00762,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.046E 0 M PROPANOL-2; authors=CORR HARK; reference=50008; original CMC=7.62 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.0104,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.619E 1 H PROPANOL-2; authors=BROW GRIE; reference=49014; original CMC=1.04 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.0141,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1. E3Y PRESSURE; authors=OSUG SATO; reference=65036; original CMC=1.41 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00919,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=8.31 E-5 M UNDECANOL-1; authors=CORR HARK; reference=50008; original CMC=9.19 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00747,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.01 E-4 M UNDECANOL-1; authors=CORR HARK; reference=50008; original CMC=7.47 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00707,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.28 E-4 M UNDECANOL-1; authors=CORR HARK; reference=50008; original CMC=7.07 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.0079,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=5.66 E 0 H TERTIARY BUTANOL; authors=BROW GRIE; reference=49014; original CMC=7.9 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.0074,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=7.88 E 0 H TERTIARY BUTANOL; authors=BROW GRIE; reference=49014; original CMC=7.4 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.0118,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=6.39 E-3 M TRIETHYL CARBINOL; authors=CORR HARK; reference=50008; original CMC=1.18 X10-2 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00932,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=3.08 E-2 M TRIETHYL CARBINOL; authors=CORR HARK; reference=50008; original CMC=9.32 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00844,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=3.72 E-2 M TRIETHYL CARBINOL; authors=CORR HARK; reference=50008; original CMC=8.44 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00776,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=4.27 E-2 M TRIETHYL CARBINOL; authors=CORR HARK; reference=50008; original CMC=7.76 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00727,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=4.80 E-2 M TRIETHYL CARBINOL; authors=CORR HARK; reference=50008; original CMC=7.27 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00443,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=2.52 E-5 M DECANOL-1 6.00 K CL E-2 M; authors=CORR HARK; reference=50008; original CMC=4.43 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00398,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=4.53 E-5 M DECANOL-1 6.00 E-2 M K CL; authors=CORR HARK; reference=50008; original CMC=3.98 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00673,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=5.52 E-5 M DECANOL-1 1.50 E-2 M K CL; authors=CORR HARK; reference=50008; original CMC=6.73 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.0037,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=6.32 E-5 M DECANOL-1 6.00 E-2 M K CL; authors=CORR HARK; reference=50008; original CMC=3.70 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00863,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=6.81 E-5 M DECANOL-1 7.5 E-3 M K CL; authors=CORR HARK; reference=50008; original CMC=8.63 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00353,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=8.05 E-5 M DECANOL-1 6.00 E-2 M K CL; authors=CORR HARK; reference=50008; original CMC=3.53 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00498,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=8.23 E-5 M DECANOL-1 3.00 E-2 M K CL; authors=CORR HARK; reference=50008; original CMC=4.98 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00311,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=8.86 E-5 M DECANOL-1 6.00 E-2 M K CL; authors=CORR HARK; reference=50008; original CMC=3.11 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00574,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=9.42 E-5 M DECANOL-1 1.50 E-2 M K CL; authors=CORR HARK; reference=50008; original CMC=5.74 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00295,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.01 E-4 M DECANOL-1 6.00 E-2 M K CL; authors=CORR HARK; reference=50008; original CMC=2.95 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00414,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.03 E-4 M DECANOL-1 3.00 E-2 M K CL; authors=CORR HARK; reference=50008; original CMC=4.14 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00382,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.26 E-4 M DECANOL-1 3.00 E-2 M K CL; authors=CORR HARK; reference=50008; original CMC=3.82 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00348,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.44 E-4 M DECANOL-1 3.00 E-2 M K CL; authors=CORR HARK; reference=50008; original CMC=3.48 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00461,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.51 E-4 M DECANOL-1 1.50 E-2 M K CL; authors=CORR HARK; reference=50008; original CMC=4.61 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00657,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.56 E-4 M DECANOL-1 7.5 E-3 M K CL; authors=CORR HARK; reference=50008; original CMC=6.57 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00321,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.63 E-4 M DECANOL-1 3.00 E-2 M K CL; authors=CORR HARK; reference=50008; original CMC=3.21 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00417,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.71 E-4 M DECANOL-1 1.50 E-2 M K CL; authors=CORR HARK; reference=50008; original CMC=4.17 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
SODIUM METHYL ALPHA SULFOPALMITATE,CCCCCCCCCCCCCCC(C(=O)OC)S(=O)(=O)[O-].[Na+],0.0,0.0,,0.00379,,,,,,,PSDI/NIST Critical Micelle Concentrations of Aqueous Surfactant Systems; Compound No. 36; name=SODIUM METHYL ALPHA SULFOPALMITATE; temperature=25; additives=1.86 E-4 M DECANOL-1 1.50 E-2 M K CL; authors=CORR HARK; reference=50008; original CMC=3.79 X10-3 M; DOI 10.6028/NBS.NSRDS.36; https://github.com/PSDI-UK/psdi-datasets,25
