SMILES,type,EO,PO,CMC,AW_ST_CMC,Gamma_max,Area_min,Pi_CMC,pC20,source
CCCCCCCCCCCCOCCOCCOS(=O)(=O)[O-],anionic,2,0,0.00286889449402619,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.45771458 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC(=O)NCCOCCOCCOCCO,nonionic,3,0,0.0005059493484840861,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.70410704 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,nonionic,10,0,0.00014037878299373558,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.14730147 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCC)cc2)cc1,cationic,1,0,0.0002509999997219846,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.39967372 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCC)cc2)cc1,cationic,1,0,0.00020800000001783498,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.31806334 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCC)cc2)cc1,cationic,1,0,0.00010900000001490235,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.0374265 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1,cationic,1,0,4.069999997889342e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.60959441 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1,cationic,1,0,2.0699999978221704e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.31597034 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCC)cc2)cc1,cationic,1,0,1.0900000001490247e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.0374265 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCC)cc2)cc1,cationic,1,0,3.710000003288501e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.56937391 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCC)cc2)cc1,cationic,1,0,1.419999998747533e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.15228834 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCC)cc2)cc1,cationic,1,0,1.0399999992845145e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.01703334 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCC)cc2)cc1,cationic,1,0,2.0800000001783476e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.31806333 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCC)cc2)cc1,cationic,1,0,1.1799999991682423e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.07188201 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCC)cc2)cc1,cationic,1,0,2.750000001074795e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.43933269 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCCCC)cc2)cc1,cationic,1,0,1.4000000010372393e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.14612804 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCCCC)cc2)cc1,cationic,1,0,8.999999990895758e-06,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=0.954242509 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCCCCOc1ccc(NC(=O)C[N+](C)(C)CCCCCC[N+](C)(C)CC(=O)Nc2ccc(OCCCCCCCCCCCCCCCC)cc2)cc1,cationic,1,0,2.8800000015966458e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.45939249 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCCCC,cationic,0,1,6.28058358813318e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.798 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCCCC,cationic,0,1,5.9156163417547426e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.772 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC(=O)OCC(C)[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)C(C)COC(=O)CCCCCCCCCCC,cationic,0,1,5.4075432294558155e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.733 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC,cationic,1,0,4.87528490103386e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.688 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC,cationic,1,0,4.466835921509635e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.65 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC(=O)OCCC[N+](C)(C)CC(O)CN(CCCCCCCC)CC(O)C[N+](C)(C)CCCOC(=O)CCCCCCCCCCC,cationic,1,0,4.07380277804113e-05,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=1.61 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCOc1ccc[n+](CC(O)C[n+]2cccc(OCCCCCCCCCC)c2)c1,cationic,1,0,0.001,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOc1ccc[n+](CCCC[n+]2cccc(OCCCCCCCCCCCC)c2)c1,cationic,1,0,0.000239883291901949,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.38 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCOc1ccc[n+](CCC[n+]2cccc(OCCCCCCCCCCCC)c2)c1,cationic,1,0,0.00019010782799232996,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.279 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCC,cationic,1,0,0.021086281499332886,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.324 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCC,cationic,1,0,0.006591738952443213,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.819 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCC,cationic,1,0,0.0010471285480508996,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.02 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCCCCCCCC,cationic,1,0,0.00020090928126087278,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.303 converted to mol/L; https://github.com/sandialabs/P2SURF
Cn1cc[n+](COCCOC[n+]2ccn(C)c2)c1,cationic,1,0,0.00707945784384138,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.85 converted to mol/L; https://github.com/sandialabs/P2SURF
Cn1cc[n+](COCCCOC[n+]2ccn(C)c2)c1,cationic,1,0,0.006606934480075957,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.82 converted to mol/L; https://github.com/sandialabs/P2SURF
CCn1cc[n+](COCCOC[n+]2ccn(CC)c2)c1,cationic,1,0,0.00588843655355589,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.77 converted to mol/L; https://github.com/sandialabs/P2SURF
Cn1cc[n+](COCCCCCOC[n+]2ccn(C)c2)c1,cationic,1,0,0.005623413251903491,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.75 converted to mol/L; https://github.com/sandialabs/P2SURF
CCn1cc[n+](COCCCOC[n+]2ccn(CC)c2)c1,cationic,1,0,0.005495408738576248,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.74 converted to mol/L; https://github.com/sandialabs/P2SURF
CCn1cc[n+](COCCCCOC[n+]2ccn(CC)c2)c1,cationic,1,0,0.005011872336272725,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.7 converted to mol/L; https://github.com/sandialabs/P2SURF
CCn1cc[n+](COCCCCCOC[n+]2ccn(CC)c2)c1,cationic,1,0,0.004677351412871981,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.67 converted to mol/L; https://github.com/sandialabs/P2SURF
CCn1cc[n+](COCCCCCCOC[n+]2ccn(CC)c2)c1,cationic,1,0,0.004265795188015926,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.63 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCn1cc[n+](COCCOC[n+]2ccn(CCC)c2)c1,cationic,1,0,0.004168693834703355,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.62 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCn1cc[n+](COCCCCOC[n+]2ccn(CCC)c2)c1,cationic,1,0,0.004073802778041126,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.61 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCn1cc[n+](COCCOC[n+]2ccn(CCCC)c2)c1,cationic,1,0,0.003890451449942805,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.59 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCn1cc[n+](COCCCCCOC[n+]2ccn(CCC)c2)c1,cationic,1,0,0.003890451449942805,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.59 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCn1cc[n+](COCCCOC[n+]2ccn(CCCC)c2)c1,cationic,1,0,0.003630780547701014,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.56 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCC)c2)c1,cationic,1,0,0.0035481338923357532,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.55 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCC)c2)c1,cationic,1,0,0.003235936569296281,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.51 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCC)c2)c1,cationic,1,0,0.003235936569296281,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.51 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCC)c2)c1,cationic,1,0,0.003019951720402016,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.48 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCC)c2)c1,cationic,1,0,0.002951209226666387,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.47 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCC)c2)c1,cationic,1,0,0.0028840315031266055,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.46 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCC)c2)c1,cationic,1,0,0.00239883291901949,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.38 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCC)c2)c1,cationic,1,0,0.0022908676527677724,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.36 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCC)c2)c1,cationic,1,0,0.00223872113856834,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.35 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCC)c2)c1,cationic,1,0,0.0021379620895022326,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.33 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCC)c2)c1,cationic,1,0,0.0020892961308540386,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.32 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCC)c2)c1,cationic,1,0,0.0019498445997580456,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.29 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCC)c2)c1,cationic,1,0,0.0019498445997580456,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.29 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCC)c2)c1,cationic,1,0,0.0019054607179632462,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.28 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCC)c2)c1,cationic,1,0,0.0017782794100389228,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.25 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCC)c2)c1,cationic,1,0,0.0017782794100389228,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.25 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCC)c2)c1,cationic,1,0,0.0016218100973589297,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.21 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCC)c2)c1,cationic,1,0,0.0016218100973589297,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.21 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCC)c2)c1,cationic,1,0,0.0015488166189124811,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.19 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCC)c2)c1,cationic,1,0,0.001445439770745928,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.16 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCC)c2)c1,cationic,1,0,0.0013489628825916532,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.13 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCC)c2)c1,cationic,1,0,0.0013182567385564075,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.12 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCC)c2)c1,cationic,1,0,0.0012302687708123812,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.09 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1,cationic,1,0,0.001122018454301963,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.05 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCC)c2)c1,cationic,1,0,0.001122018454301963,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.05 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1,cationic,1,0,0.001,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1,cationic,1,0,0.0009120108393559096,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.96 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1,cationic,1,0,0.0008511380382023768,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.93 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1,cationic,1,0,0.0008511380382023768,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.93 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCC)c2)c1,cationic,1,0,0.0008511380382023768,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.93 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1,cationic,1,0,0.0007413102413009177,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.87 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1,cationic,1,0,0.000707945784384138,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.85 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1,cationic,1,0,0.0006918309709189362,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.84 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCCCCCCCC)c2)c1,cationic,1,0,0.0006606934480075957,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.82 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCCCCn1cc[n+](COCCCCCCOC[n+]2ccn(CCCCCCCCCCC)c2)c1,cationic,1,0,0.000630957344480193,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=2.8 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCC[N+](C)(C)CCOCC[N+](C)(C)CCCC,cationic,1,0,0.15848931924611143,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=5.2 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCC,cationic,1,0,0.08109610578538404,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=4.909 converted to mol/L; https://github.com/sandialabs/P2SURF
Cn1cc[n+](COCCCCOC[n+]2ccn(C)c2)c1,cationic,1,0,0.006025595860743574,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.78 converted to mol/L; https://github.com/sandialabs/P2SURF
Cn1cc[n+](COCCCCCCOC[n+]2ccn(C)c2)c1,cationic,1,0,0.005128613839913648,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.71 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCn1cc[n+](COCCCOC[n+]2ccn(CCC)c2)c1,cationic,1,0,0.004786300923226385,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.68 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCn1cc[n+](COCCCCOC[n+]2ccn(CCCC)c2)c1,cationic,1,0,0.0035481338923357532,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.55 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCC)c2)c1,cationic,1,0,0.0026302679918953813,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.42 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCn1cc[n+](COCCOC[n+]2ccn(CCCCCC)c2)c1,cationic,1,0,0.0026302679918953813,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.42 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCn1cc[n+](COCCCOC[n+]2ccn(CCCCCC)c2)c1,cationic,1,0,0.002454708915685031,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.39 converted to mol/L; https://github.com/sandialabs/P2SURF
CCCCCCCCn1cc[n+](COCCCCCOC[n+]2ccn(CCCCCCCC)c2)c1,cationic,1,0,0.0014791083881682072,,,,,,P2SURF; Single_Surfactant_CMC/total_smile_and_property.csv; experimental CMC dataset; logCMC(uM)=3.17 converted to mol/L; https://github.com/sandialabs/P2SURF
