Compound No.,Mol. Wgt.,Name,Additives,Temperature,CMC,Qual. Mat. Meth.,Method,Authors,Reference,Source,Evaluation,CMC Value 1,CMC Units 1,CMC Value 2,CMC Units 2,CMC Value 3,CMC Units 3
1,288.3,SODIUM DODECYL 1 SULFATE,,,53005,,VALUES FRM REF IN CMC,KLIN LANG,57022,,R,,,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,,59016,,VALUES FRM REF IN CMC,BOTR CRES,60024,,R,,,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,,47006,,VALUES FRM REF IN CMC,CORR HARK,46005,,R,,,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,,,,GRAPH DATA NOT RETRIEVED,KLEV,46007,,R,,,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,01.0,7.6 X10-3 M,BB,SURFACE TENSION LOG PLOT,SCHI,63026,L,L,0.0076,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,05.0,7.5 X10-3 M,BB,SURFACE TENSION LOG PLOT,SCHI MANN,66001,L,L,0.0075,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,08.0,8.6 X10-3 M,BB,AVER SP EQUIV COND,FLOC UBBE,53008,G,L,0.0086,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,UNK,1.83 X10-1 D 6.347X10-3 M,CC,TURBIDITY PLT LITE SCATR,KUSH HUBB,55003,K M,L,0.183,D,0.006347,M,,
1,288.3,SODIUM DODECYL 1 SULFATE,,10,8.67 X10-3 M,BA,AVER SP EQUIV COND,FLOC,61007,L,1,0.00867,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,10,8.81 X10-3 W,BA,SPECFC CONDCTNCE EQUATNS,GODD BENS,57011,L,1,0.00881,W,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,10.5,8.5 X10-3 M,BB,AVER SP EQUIV COND,FLOC UBBE,53008,G,L,0.0085,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,10,8.55 X10-3 M,BA,EQUIV CONDCTNCE GRAPH,FLOC,57013,L,1,0.00855,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,10,7.4 X10-3 M,BB,SURFACE TENSION LOG PLOT,SCHI,64020,T,L,0.0074,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,15,8.51 X10-3 W,BA,SPECFC CONDCTNCE EQUATNS,GODD BENS,57011,L,1,0.00851,W,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,15,9.65 X10-3 M,BB,EQUIV CONDCTNCE GRAPH,SHIR MATU,65020,L,L,0.00965,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,15,8.43 X10-3 M,BA,AVER SP EQUIV COND,FLOC,61007,L,1,0.00843,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,20,8.47 X10-3 W,BA,SPECFC CONDCTNCE EQUATNS,GODD BENS,57011,L,1,0.00847,W,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,20,9. X10-3 M,DE,VISCOSITY,HESS PHIL,39009,T,L,0.009,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,20,8.0 X10-3 M,BB,INTERFACIAL TENSION LOGM,V VO,60025,T,L,0.008,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,20,7.22 X10-3 M,CG,EQUIV COND 1ST DEVIATION,WARD,40004,T,L,0.00722,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,20,8.5 X10-3 M,CB,EQUIV CONDCTNCE GRAPH,WARD,40004,P,L,0.0085,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,20,7.7 X10-3 M,BG,FOTOMTR SPCTR CHNGE PNCN,GODD HARV,53012,T,L,0.0077,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,20,6.6 X10-3 M,BB,SURFACE TENSION LOG PLOT,HARR,60004,L,L,0.0066,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,20,7.1 X10-3 M,BB,SURFACE TENSION LOG PLOT,HARR,60004,G,L,0.0071,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,20,8.25 X10-3 M,BA,AVER SP EQUIV COND,FLOC,61007,L,1,0.00825,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,20,7.95 X10-3 M,BB,INTERFACIAL TENSION LOGM,HAYD PHIL,58012,L,L,0.00795,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,20,8.0 X10-3 M,BB,SURFACE TENSION LOG PLOT,V VO,61026,TL,L,0.008,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,21,2.5 X10-1 D 8.67 X10-3 M,BD,REFRACTIVE INDEX,HUIS,64047,T M,L,0.25,D,0.00867,M,,
1,288.3,SODIUM DODECYL 1 SULFATE,,21,2.30 X10-1 D 7.977X10-3 M,BB,TURBIDITY PLT LITE SCATR,HUIS,64047,T M,L,0.23,D,0.007977,M,,
1,288.3,SODIUM DODECYL 1 SULFATE,,21,2.15 X10-1 D 7.457X10-3 M,BB,SURFACE TENSION LOG PLOT,HUIS,64047,T M,L,0.215,D,0.007457,M,,
1,288.3,SODIUM DODECYL 1 SULFATE,,23,8. X10-3 N,CD,UNSPECIFIED CONDUCTANCE,TART LELO,55021,T,L,0.008,N,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,24.7,1.3 X10-1 P,HC,SPECFC CONDCTNCE GRAPH,ROSS BRAM,57031,T,L,0.13,P,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,1.83 X10-1 D 6.347X10-3 M,CG,VISUAL SPCTR CHNGE PNCN,SCHI FOWK,57014,T M,L,0.183,D,0.006347,M,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,2.21 X10-1 D 7.665X10-3 M,CB,UNSPECIFIED CONDUCTANCE,SCHI FOWK,57014,T M,L,0.221,D,0.007665,M,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,7.4 X10-3 M,BB,SURFACE TENSION LOG PLOT,MIYA,60029,T,L,0.0074,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,2.330X10-1 D 8.081X10-3 M,BA,EQUIV CONDCTNCE GRAPH,WILL MYSE,55005,T M,1,0.233,D,0.008081,M,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,2.340X10-1 D 8.116X10-3 M,BA,FOTOMTR SOLUBLZTN OROT,WILL MYSE,55005,T M,1,0.234,D,0.008116,M,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,2.36 X10-1 D 3.185X10-3 M,BB,DEBYE PLT LIGHT SCATTER,WILL MYSE,55005,T M,1,0.236,D,0.003185,M,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.39 X10-3 W,BA,SPECFC CONDCTNCE EQUATNS,GODD BENS,57011,L,1,0.00839,W,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25.2,8.0 X10-3 M,BA,AVER SP EQUIV COND,FLOC UBBE,53008,T,L,0.008,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.2 X10-3 M,BA,SPECFC CONDCTNCE GRAPH,CORK GOOD,62006,T,L,0.0082,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,5.8 X10-3 M,CC,REFRACTIVE INDEX,KLEV,48005,T,L,0.0058,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,6. X10-3 M,CE,ELECTROMOTIVE FORCE,STAN RADL,60021,T,L,0.006,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.1 X10-3 N,CC,UNSPECIFIED CONDUCTANCE,HAFF PICC,42003,T,L,0.0081,N,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,7.8 X10-3 M,BB,EQUIV COND 1ST DEVIATION,GODD HIGH,55018,T,L,0.0078,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.1 X10-3 M,BA,EQUIV CONDCTNCE GRAPH,GODD HIGH,55018,K,1,0.0081,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.3 X10-3 M,HB,FOTOMTR SOLUBLZTN OROT,GINN HARR,60010,G,L,0.0083,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,7.4 X10-3 M,BB,SURFACE TENSION LOG PLOT,SCHI,63026,L,L,0.0074,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,2.324X10-1 D 8.061X10-3 M,BA,FOTOMTR SOLUBLZTN OROT,SCHO,66036,T M,1,0.2324,D,0.008061,M,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.11 X10-3 M,CA,SPECFC CONDCTNCE GRAPH,BENT SPAR,66038,T,L,0.00811,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.3 X10-3 M,BB,EQUIV CONDCTNCE GRAPH,SHIR MATU,65020,L,L,0.0083,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.8 X10-3 M,BC,VISCOSITY,MIUR MATS,57025,T,L,0.0088,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.3 X10-3 M,BB,SURFACE TNSN LINEAR PLOT,MIUR MATS,57025,TA,1,0.0083,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.2 X10-3 M,BC,EQUIV CONDCTNCE GRAPH,MIUR MATS,57025,T,L,0.0082,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.16 X10-3 M,BA,AVER SP EQUIV COND,FLOC,61007,L,1,0.00816,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.2 X10-3 M,BC,SPECFC CONDCTNCE GRAPH,MIUR MATS,57025,T,L,0.0082,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25.6,5.4 X10-3 M,CG,FOTOMTR SPCTR CHNGE PNCN,KLEV,47004,T,L,0.0054,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.27 X10-3 W,BA,SPECFC CONDCTNCE GRAPH,HAMA,62036,T,1,0.00827,W,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,7.3 X10-4 M,HG,FOTOMTR SPCTR CHNGE PNCN,GINN HARR,58008,T,L,0.00073,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,5.63 X10-3 M,HC,SPECFC CONDCTNCE GRAPH,GINN HARR,58008,T,L,0.00563,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,7.2 X10-3 M,BB,SURFACE TENSION LOG PLOT,SCHI MANN,66001,L,L,0.0072,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,1.63 X10-3 M,HG,FOTOMTR SPCTR CHNGE PNCN,GINN HARR,58008,T,L,0.00163,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,4.03 X10-3 M,HC,SPECFC CONDCTNCE GRAPH,GINN HARR,58008,T,L,0.00403,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,7.2 X10-2 D,HE,METHOD NOT CITED,GINN HARR,61014,T,L,0.072,D,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,7.2 X10-3 M,BB,SURFACE TENSION LOG PLOT,SCHI,64020,T,L,0.0072,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,2.29 X10-1 D 7.943X10-3 M,DC,FOTOMTR SOLUBLZTN OROT,GINN KINN,61015,T M,L,0.229,D,0.007943,M,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.22 X10-3 M,CA,SPECFC CONDCTNCE GRAPH,MYSE OTTE,61017,TL,L,0.00822,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,7.83 X10-3 M,CA,EQUIV CONDCTNCE GRAPH,MYSE OTTE,61017,L,L,0.00783,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.2 X10-3 M,BC,UNSPECIFIED CONDUCTANCE,MIUR ARIS,58023,G,L,0.0082,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.27 X10-3 M,BA,SPECFC CONDCTNCE EQUATNS,MUKE KAPA,66002,T,1,0.00827,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.0 X10-3 M,CB,EQUIV CONDCTNCE GRAPH,NAKA KAWA,64034,G,L,0.008,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.15 X10-3 M,AB,SURFACE TENSION LOG PLOT,ELWO MYSE,66007,T,1,0.00815,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.2 X10-3 M,AA,SURFACE TNSN LINEAR PLOT,ELWO MYSE,66007,T,1,0.0082,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,8.4 X10-3 M,BA,SPECFC CONDCTNCE GRAPH,ELWO MYSE,66007,T,1,0.0084,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,25,6.0 X10-3 M,GC,REFRACTIVE INDEX,LIN,57005,T,L,0.006,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,26,6.02 X10-3 M,DG,VISUAL SPCTR CHNGE PNCN,CORR HARK,47006,T,L,0.00602,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,26,6.12 X10-3 M,DG,VISUAL SPCTR CHNGE RHD6,CORR HARK,47006,T,L,0.00612,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,26,6.02 X10-3 M,DG,VISUAL SPCTR CHNGE PNCN,CORR HARK,47010,T,L,0.00602,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,29,7.7 X10-3 M,BB,SURFACE TENSION LOG PLOT,BRAD,48022,T,L,0.0077,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,30,1.00 X10-2 M,GB,SPECFC CONDCTNCE GRAPH,MARK TSIK,64051,T,L,0.01,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,30,8.0 X10-3 M,CB,VELOCITY OF SOUND,SHIG,65022,T,L,0.008,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,30,8.44 X10-3 W,BA,SPECFC CONDCTNCE EQUATNS,GODD BENS,57011,L,1,0.00844,W,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,30,5. X10-3 M,CE,SURFACE TENSION MINIMUM,KLEV RAIS,54010,T,L,0.005,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,30,7.0 X10-3 W,CC,VAPR PRESURE LOWERING,HUFF MCBA,51004,T,L,0.007,W,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,30,8.23 X10-3 M,BA,AVER SP EQUIV COND,FLOC,61007,L,1,0.00823,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,35,8.57 X10-3 W,BA,SPECFC CONDCTNCE EQUATNS,GODD BENS,57011,L,1,0.00857,W,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,35,8.4 X10-3 M,BA,SPECFC CONDCTNCE GRAPH,CORK GOOD,62006,T,1,0.0084,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,35,9.18 X10-3 M,BB,EQUIV CONDCTNCE GRAPH,SHIR MATU,65020,L,L,0.00918,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,35,8.39 X10-3 M,BA,AVER SP EQUIV COND,FLOC,61007,L,1,0.00839,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,35.8,5.0 X10-3 M,CG,FOTOMTR SPCTR CHNGE PNCN,KLEV,47004,T,L,0.005,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,35,7.2 X10-3 M,BC,TURBIDMTR SOLUBLZTN LOH,MIUR ARIS,58023,TA,L,0.0072,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,40,1.2 X10-2 M,XG,VISCOSITY MINIMUM,SATA TYUZ,53006,T,L,0.012,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,40,8.88 X10-3 W,BA,SPECFC CONDCTNCE EQUATNS,GODD BENS,57011,L,1,0.00888,W,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,40.1,8.1 X10-3 M,BB,AVER SP EQUIV COND,FLOC UBBE,53008,G,L,0.0081,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,40,6.1 X10-3 M,BG,VISUAL SPCTR CHNGE PNCN,MIYA,60029,T,L,0.0061,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,40,6.1 X10-3 M,BG,VISUAL SPCTR CHNGE RHD6,MIYA,60029,T,L,0.0061,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,40,7.00 X10-3 M,BG,FOTOMTR SPCTR CHNGE PNCN,GODD HARV,53012,L,L,0.007,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,40,8.60 X10-3 M,BA,AVER SP EQUIV COND,FLOC,61007,L,1,0.0086,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,40,8.65 X10-3 M,BB,SPECFC CONDCTNCE GRAPH,EVAN,56006,T,L,0.00865,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,40,7.2 X10-3 M,XG,VELOCITY OF SOUND,KUPP SURY,65028,T,L,0.0072,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,40,8. X10-3 M,CD,VISCOSITY,NAKA NINO,64025,T,L,0.008,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,40,8.9 X10-3 M,CB,SPECFC CONDCTNCE GRAPH,MEGU KOND,56020,T,L,0.0089,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,45,9.10 X10-3 W,BA,SPECFC CONDCTNCE EQUATNS,GODD BENS,57011,L,1,0.0091,W,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,45,8.86 X10-3 M,BA,AVER SP EQUIV COND,FLOC,61007,L,1,0.00886,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,45,4.6 X10-3 M,CG,FOTOMTR SPCTR CHNGE PNCN,KLEV,47004,T,L,0.0046,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,45,7.6 X10-3 M,BB,SURFACE TENSION LOG PLOT,SCHI MANN,66001,L,L,0.0076,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,45,7.6 X10-3 M,BB,SURFACE TENSION LOG PLOT,SCHI,64020,T,L,0.0076,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,45,7.2 X10-3 M,BC,TURBIDMTR SOLUBLZTN LOH,MIUR ARIS,58023,TA,L,0.0072,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,50,8.1 X10-3 M,CB,EQUIV COND 1ST DEVIATION,LANG,53005,T,L,0.0081,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,50,9.3 X10-3 M,CB,EQUIV CONDCTNCE GRAPH,LANG,53005,K,L,0.0093,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,50,8.1 X10-3 M,BB,INTERFACIAL TENSION LOGM,KLIN LANG,57022,T,L,0.0081,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,50,8.1 X10-3 M,BB,SURFACE TENSION LQG PLOT,KLIN LANG,57022,T,L,0.0081,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,50,9.61 X10-3 W,BA,SPECFC CONDCTNCE EQUATNS,GODD BENS,57011,L,D,0.00961,W,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,50,8.00 X10-3 M,CD,SURFACE TENSION UNSPEC,GOTT,60018,G,L,0.008,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,50,7.3 X10-3 W,CC,VAPR PRESURE LOWERING,HUFF MCBA,51004,T,L,0.0073,W,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,50,8.9 X10-3 M,HB,FOTOMTR SOLUBLZTN OROT,GINN HARR,60010,G,L,0.0089,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,50,9.18 X10-3 M,BA,AVER SP EQUIV COND,FLOC,61007,L,D,0.00918,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,50,5.0 X10-3 M,DG,VISUAL SPCTR CHNGE PNCN,RAIS,52016,T,L,0.005,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,50,6.8 X10-3 M,BG,VISUAL SPCTR CHNGE PNCN,WEIL STIR,63013,T,L,0.0068,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,50,6.8 X10-3 M,CG,VISUAL SPCTR CHNGE PNCN,WEIL STIR,59004,T,L,0.0068,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,54,9.2 X10-3 M,BB,SURFACE TENSION LOG PLOT,MIYA,60029,T,L,0.0092,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,55,9.95 X10-3 W,BA,SPECFC CONDCTNCE EQUATNS,GODD BENS,57011,L,1,0.00995,W,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,55,9.8 X10-3 M,BA,SPECFC CONDCTNCE GRAPH,CORK GOOD,62006,T,1,0.0098,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,55,9.3 X10-3 M,BB,AVER SP EQUIV COND,FLOC UBBE,53008,G,L,0.0093,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,55,9.49 X10-3 M,BA,EQUIV CONDCTNCE GRAPH,FLOC,57013,L,1,0.00949,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,55,2.26 X10-1 D 7.839X10-3 M,CB,UNSPECIFIED CONDUCTANCE,SCHI FOWK,57014,T M,L,0.226,D,0.007839,M,,
1,288.3,SODIUM DODECYL 1 SULFATE,,55,7.8 X10-3 M,BB,SURFACE TENSION LOG PLOT,SCHI,63026,L,L,0.0078,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,55,9.61 X10-3 M,BA,AVER SP EQUIV COND,FLOC,61007,L,1,0.00961,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,55,4.5 X10-3 M,CG,FOTOMTR SPCTR CHNGE PNCN,KLEV,47004,T,L,0.0045,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,55,7.3 X10-3 M,BC,TURBIDMTR SOLUBLZTN LOH,MIUR ARIS,58023,TA,L,0.0073,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,60,1.10 X10-2 M,GB,SPECFC CONDCTNCE GRAPH,MARK TSIK,64051,T,L,0.011,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,60,1.016X10-2 M,BA,AVER SP EQUIV COND,FLOC,61007,L,2,0.01016,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,60,2.25 X10-1 D 7.804x10-3 M,DC,FOTOMTR SOLUBLZTN OROT,GINN KINN,61015,T M,L,0.225,D,0.007804,M,,
1,288.3,SODIUM DODECYL 1 SULFATE,,65,1.091X10-2 M,BA,AVER SP EQUIV COND,FLOC,61007,L,3,0.01091,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,70,1.4 X10-2 M,XG,VISCOSITY MINIMUM,SATA TYUZ,53006,T,L,0.014,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,65,1.091 X10-21,BA,AVER SP EQUIV COND,FLOC,61007,L,3,,,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,70,1.4 X10-2,XG,VISCOSITY MINIMUM,SATA TYUZ,53006,T,L,,,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,70,1.14 X10-2 M,BA,SPECFC CONDCTNCE GRAPH,CORK GOOD,62006,T,3,0.0114,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,70,6.6 X10-3 M,CG,VISUAL SPCTR CHNGE PNCN,LANG,51005,L,L,0.0066,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,75,1.13 X10-4 M,HB,FOTOMTR SOLUBLZTN OROT,GINN HARR,60010,G,L,0.000113,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,75,6.6 X10-2 D,HE,METHOD NOT CITED,GINN HARR,61014,T,L,0.066,D,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,90,1.20 X10-2 M,GB,SPECFC CONDCTNCE GRAPH,MARK TSIK,64051,T,L,0.012,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,UNK,1.4 X10-2 D,HG,SURFACE TENSION UNSPEC,WAN,66018,T,L,0.014,D,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,UNK,7.8 X10-3 M,BD,EMF ALONG CONC GRADIENT,BOTR CRES,59015,T,L,0.0078,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,UNK,8. X10-3 M,BD,ELECTROMOTIVE FORCE,BOTR CRES,59016,T,L,0.008,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,UNK,5.9 X10-3 M,CG,VISUAL SPCTR CHNGE RHD6,STAN RADL,60021,T,L,0.0059,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,UNK,8.0 X10-3 M,BB,UNSPECIFIED CONDUCTANCE,BOTR CRES,59015,T,L,0.008,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,UNK,8. X10-3 M,BC,UNSPECIFIED CONDUCTANCE,BOTR CRES,59016,T,L,0.008,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,UNK,8.6 X10-3 M,BC,ULTRAFILTRATION,HUTC,59018,K,L,0.0086,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,UNK,5.1 X10-3 M,BG,METHOD NOT CITED,KLEV CARR,56001,T,L,0.0051,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,RM,7.6 X10-3 M,CG,UNSPECIFIED CONDUCTANCE,PRIN HERM,56002,T,L,0.0076,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,RM,7.15 X10-3 M,CG,VISUAL FLUOR CHNGE RHD6,PRIN HERM,56002,T,L,0.00715,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,UNK,6.2 X10-3 M,DG,VISUAL SPCTR CHNGE PNCN,CORR HARK,46015,G,L,0.0062,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,RM,7.2 X10-3 M,BG,FOTOMTR SPCTR CHNGE PNCN,MIUR MATS,57025,T,L,0.0072,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,UNK,6.5 X10-3 M,XG,METHOD NOT CITED,KLEV RAIS,54004,T,L,0.0065,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,RM,7.55 X10-3 M,BB,ELECTROMOTIVE FORCE,SHED JAKO,63001,T,L,0.00755,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,UNK,8.0 X10-3 M,BB,ELECTROMOTIVE FORCE,BOTR DE M,64032,T,L,0.008,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,,UNK,1.7 X10-1 D 5.89 X10-3 M,XG,VISUAL SPCTR CHNGE PNCN,DEMC,61031,T M,L,0.17,D,0.00589,M,,
1,288.3,SODIUM DODECYL 1 SULFATE,1. E-2 M AG N03,35,5.0 X10-3 M,BA,SPECFC CONDCTNCE GRAPH,CORK GOOD,62006,T,3,0.005,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,5. E-4 N AL CL3,70,5.1 X10-3 M,CG,VISUAL SPCTR CHNGE PNCN,LANG,51005,L,L,0.0051,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,7. E-4 N AL CL3,70,3.8 X10-3 M,CG,VISUAL SPCTR CHNGE PNCN,LANG,51005,L,L,0.0038,M,,,,
1,288.3,SODIUM DODECYL 1 SULFATE,1. E-3 N AL CL3,70,2.2 X10-3 M,CG,VISUAL SPCTR CHNGE PNCN,LANG,51005,L,L,0.0022,M,,,,
