Compound No.,Mol. Wgt.,Name,Additives,Temperature,CMC,Qual. Mat. Meth.,Method,Authors,Reference,Source,Evaluation,CMC Value 1,CMC Units 1,CMC Value 2,CMC Units 2,CMC Value 3,CMC Units 3
42,292,TETRADECYL TRIMETHYL AMMONIUM CHLORIDE,,40,4.0 X10-3 M,XC,REFRACTIVE INDEX,KLEV,53010,T,L,0.004,M,,,,
42,292,TETRADECYL TRIMETHYL AMMONIUM CHLORIDE,,UNK,5.3 X10-3 M,CC,UNSPECIFIED CONDUCTANCE,CELL EGGE,52001,T,L,0.0053,M,,,,
42,292,TETRADECYL TRIMETHYL AMMONIUM CHLORIDE,2. E-2 M NA CL,23,7.0 X10-2 D 2.39 X10-3 M,CC,TURBIDITY PLT LITE SCATR,KUSH PARK,57006,T M,L,0.07,D,0.00239,M,,
42,292,TETRADECYL TRIMETHYL AMMONIUM CHLORIDE,4. E-2 M NA CL,23,4.0 X10-2 D 1.36 X10-3 M,CC,TURBIDITY PLT LITE SCATR,KUSH PARK,57006,T M,L,0.04,D,0.00136,M,,
42,292,TETRADECYL TRIMETHYL AMMONIUM CHLORIDE,1.0 E-1 M NA CL,23,3.0 X10-2 D 1.02 X10-3 M,CC,TURBIDITY PLT LITE SCATR,KUSH PARK,57006,T M,L,0.03,D,0.00102,M,,
42,292,TETRADECYL TRIMETHYL AMMONIUM CHLORIDE,0041,,,,SEE CMPD NMBR IN ADDITV,HOYE MARM,61002,,X,,,,,,
43,88.1,BUTYRIC ACID,,0,1.50 X10 1 P 1.702X10 0 S,AB,PARTIAL VOLUME,GRIN BURY,29001,T M,L,15,P,1.702,S,,
43,88.1,BUTYRIC ACID,,0,1.1 X10 W,AE,FREEZING POINT,JONE BURY,27002,T,L,,,,,,
43,88.1,BUTYRIC ACID,,0,1.5 X10 0 W,AE,FREEZING POINT,JONE BURY,27002,P,L,1.5,W,,,,
43,88.1,BUTYRIC ACID,,0,1.82 X10 M,AD,UNSPEC SOLUBLZTN PDMAB,MOUL BENS,59007,T,L,,,,,,
43,88.1,BUTYRIC ACID,,12,1.37 X10 P 1.555X10 0 S,AB,PARTIAL VOLUME,GRIN BURY,29001,T M,L,,,1.555,S,,
43,88.1,BUTYRIC ACID,,18,1.30 X10 1 P 1.475X10 0 S,AB,PARTIAL VOLUME,GRIN BURY,29001,T M,L,13,P,1.475,S,,
43,88.1,BUTYRIC ACID,,25,1.23 X10 1 P 1.396X10 0 S,AB,PARTIAL VOLUME,GRIN BURY,29001,T M,L,12.3,P,1.396,S,,
43,88.1,BUTYRIC ACID,,25,1.75 X10 0 M,AD,UNSPEC SOLUBLZTN PDMAB,MOUL BENS,59007,T,L,1.75,M,,,,
43,88.1,BUTYRIC ACID,,35,1.20 X10 1 P 1.362X10 S,AB,PARTIAL VOLUME,GRIN BURY,29001,T M,L,12,P,,,,
43,88.1,BUTYRIC ACID,,40,1.58 X10 M,AD,UNSPEC SOLUBLZTN PDMAB,MOUL BENS,59007,T,L,,,,,,
43,88.1,BUTYRIC ACID,,60,1.62 X10 0 M,AD,UNSPEC SOLUBLZTN PDMAB,MOUL BENS,59007,T,L,1.62,M,,,,
43,88.1,BUTYRIC ACID,,UNK,1.2 X10 0 M,XG,METHOD NOT CITED,KLEV RAIS,54004,T,L,1.2,M,,,,
44,182.3,POTASSIUM OCTANOATE,,,,,GRAPH DATA NOT RETRIEVED,KLEV,46007,,R,,,,,,
44,182.3,POTASSIUM OCTANOATE,,25,4.7 X10-1 M,BC,PARTIAL VOLUME,DAVI BURY,30001,T,L,0.47,M,,,,
44,182.3,POTASSIUM OCTANOATE,,25,3.9 X10-1 M,DC,REFRACTIVE INDEX,KLEV,48005,T,L,0.39,M,,,,
44,182.3,POTASSIUM OCTANOATE,,25,3.95 X10-1 M,CG,VISUAL SPCTR CHNGE PNCN,KLEV,50003,T,L,0.395,M,,,,
44,182.3,POTASSIUM OCTANOATE,,25,4.00 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.4,M,,,,
44,182.3,POTASSIUM OCTANOATE,,25,3.9 X10-1 M,BG,UNSPEC SPCTR CHNG PNCN,KLEV,58011,T,L,0.39,M,,,,
44,182.3,POTASSIUM OCTANOATE,,45,4.5 X10-1 M,DC,REFRACTIVE INDEX,KLEV,48005,T,L,0.45,M,,,,
44,182.3,POTASSIUM OCTANOATE,,UNK,3.9 X10-1 M,XG,METHOD NOT CITED,KLEV RAIS,54004,T,L,0.39,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.2 E-1 P BENZENE,25,3.84 X10-1 M,CG,VISUAL SPCTR CHNGE PNCN,KLEV,50003,T,L,0.384,M,,,,
44,182.3,POTASSIUM OCTANOATE,7.5 E-2 M K CL,25,3.76 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.376,M,,,,
44,182.3,POTASSIUM OCTANOATE,3.09 E-1 M K CL,25,3.09 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.309,M,,,,
44,182.3,POTASSIUM OCTANOATE,5.30 E-1 M K CL,25,2.65 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.265,M,,,,
44,182.3,POTASSIUM OCTANOATE,8.65 E-1 M K CL,25,2.16 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.216,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.22 E 0 M K CL,25,1.75 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.175,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.52 E 0 M K CL,25,1.52 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.152,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.22 E 0 M K CL,25,1.11 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.111,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.73 E 0 M K CL,25,9.1 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.091,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.97 E 0 M K CL,25,8.5 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.085,M,,,,
44,182.3,POTASSIUM OCTANOATE,3.20 E 0 M K CL,25,8.0 X10-2 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52017,T,L,0.08,M,,,,
44,182.3,POTASSIUM OCTANOATE,2. 0 I K OH,10,4.00 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,S,L,0.4,M,,,,
44,182.3,POTASSIUM OCTANOATE,3.3 E-2 W K OH,15,3.72 X10-1 W,BA,SPECFC CONDCTNCE EQUATNS,WHIT BENS,59012,E,3,0.372,W,,,,
44,182.3,POTASSIUM OCTANOATE,3.3 E-2 W K OH,20,3.55 X10-1 W,BA,SPECFC CONDCTNCE EQUATNS,WHIT BENS,59012,E,3,0.355,W,,,,
44,182.3,POTASSIUM OCTANOATE,4.2 E-2 W K OH,20,4.3 X10-1 W,BB,VAPR PRESURE LOWERING,WHIT BENS,59008,T,L,0.43,W,,,,
44,182.3,POTASSIUM OCTANOATE,3.3 E-2 W K OH,25,3.45 X10-1 W,BA,SPECFC CONDCTNCE EQUATNS,WHIT BENS,59012,E,3,0.345,W,,,,
44,182.3,POTASSIUM OCTANOATE,4.20 E-2 W K OH,25,4.25 X10-1 W,BA,SPECIFIC HEAT,WHIT BENS,60002,T,L,0.425,W,,,,
44,182.3,POTASSIUM OCTANOATE,2. EOI K OH,25,3.8 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.38,M,,,,
44,182.3,POTASSIUM OCTANOATE,3.3 E-2 W K OH,30,3.30 X10-1 W,BA,SPECFC CONDCTNCE EQUATNS,WHIT BENS,59012,E,3,0.33,W,,,,
44,182.3,POTASSIUM OCTANOATE,4.2 E-2 W K OH,30,4.2 X10-1 W,BB,VAPR PRESURE LOWERING,WHIT BENS,59008,T,L,0.42,W,,,,
44,182.3,POTASSIUM OCTANOATE,3.3 E-2 W K OH,35,3.13 X10-1 W,BA,SPECFC CONDCTNCE EQUATNS,WHIT BENS,59012,E,3,0.313,W,,,,
44,182.3,POTASSIUM OCTANOATE,4.20 E-2 W K OH,35,3.92 X10-1 W,BA,SPECIFIC HEAT,WHIT BENS,60002,T,L,0.392,W,,,,
44,182.3,POTASSIUM OCTANOATE,3.3 E-2 W K OH,40,3.05 X10-1 W,BA,SPECFC CONDCTNCE EQUATNS,WHIT BENS,59012,E,3,0.305,W,,,,
44,182.3,POTASSIUM OCTANOATE,3.3 E-2 W K OH,45,3.10 X10-1 W,BA,SPECFC CONDCTNCE EQUATNS,WHIT BENS,59012,E,3,0.31,W,,,,
44,182.3,POTASSIUM OCTANOATE,4.20 E-2 W K OH,45,3.93 X10-1 W,BA,SPECIFIC HEAT,WHIT BENS,60002,T,L,0.393,W,,,,
44,182.3,POTASSIUM OCTANOATE,3.3 E-2 K OH,50,3.18 X10-1 W,BA,SPECFC CONDCTNCE EQUATNS,WHIT BENS,59012,E,3,0.318,W,,,,
44,182.3,POTASSIUM OCTANOATE,3.3 E-2 W K OH,55,3.31 X10-1 W,BA,SPECFC CONDCTNCE EQUATNS,WHIT BENS,59012,E,3,0.331,W,,,,
44,182.3,POTASSIUM OCTANOATE,4.20 E-2 W K OH,55,4.42 X10-1 W,BA,SPECIFIC HEAT,WHIT BENS,60002,T,L,0.442,W,,,,
44,182.3,POTASSIUM OCTANOATE,1. E-5 N PINACYANOL CL (DYE),25,3.40 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52015,T,L,0.34,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.5 E-5 N PINACYANOL CL (DYE),25,3.88 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52015,T,L,0.388,M,,,,
44,182.3,POTASSIUM OCTANOATE,5. E-5 N PINACYANOL CL (DYE),25,4.01 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52015,T,L,0.401,M,,,,
44,182.3,POTASSIUM OCTANOATE,1. E-4 N PINACYANOL CL (DYE),25,4.02 X10-1 M,DG,VISUAL SPCTR CHNGE PNCN,HERZ,52015,T,L,0.402,M,,,,
44,182.3,POTASSIUM OCTANOATE,0188,25,,,SEE CMPD NMBR IN ADDITV,SHIN,54005,,X,,,,,,
44,182.3,POTASSIUM OCTANOATE,0.64 E-2 M BUTANOL-1 2. EOI K OH,10,3.80 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.38,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.20 E-1 M BUTANOL-1 2. EOI K OH,10,3.55 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.355,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.17 E-1 M BUTANOL-1 2. EOI K OH,10,3.22 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.322,M,,,,
44,182.3,POTASSIUM OCTANOATE,3.21 E-1 M BUTANOL-1 2. EOI K OH,10,2.73 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.273,M,,,,
44,182.3,POTASSIUM OCTANOATE,4.64 E-1 M BUTANOL-1 2. EOI K OH,10,2.29 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.229,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.10 E-4 DECANOL-1 2. EOI K OH,10,3.91 X10-1,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,,,,,,
44,182.3,POTASSIUM OCTANOATE,2.13 E-4 M DECANOL-1 2. EOI K OH,10,3.76 X10-1,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,,,,,,
44,182.3,POTASSIUM OCTANOATE,6.4 E-1 ETHANOL 2. EOI K OH,10,3.59 X10-1,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,,,,,,
44,182.3,POTASSIUM OCTANOATE,1.16 EOM ETHANOL 2. 0 I K OH,10,3.32 X10-1,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,,,,,,
44,182.3,POTASSIUM OCTANOATE,1.82 EOM ETHANOL 2. 0 I K OH,10,2.93 X10-1,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,,,,,,
44,182.3,POTASSIUM OCTANOATE,2.50 EOM ETHANOL 2. 0 I K OH,10,2.57 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.257,M,,,,
44,182.3,POTASSIUM OCTANOATE,3.11 EOM ETHANOL 2. EOI K OH,10,2.20 X10-1,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,,,,,,
44,182.3,POTASSIUM OCTANOATE,7.0 E-3 M HEXANOL-1 2. EOI K OH,10,3.79 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.379,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.32 E-2 M HEXANOL-1 2. EOI K OH,10,3.55 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.355,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.03 E-2 M HEXANOL-1 2. EOI K OH,10,3.27 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.327,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.94 E-2 M HEXANOL-1 2. EOI K OH,10,2.97 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.297,M,,,,
44,182.3,POTASSIUM OCTANOATE,3.90 E-2 M HEXANOL-1 2. EOI K OH,10,2.63 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.263,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.08 E-3 M HEPTANOL-1 2. EOI K OH,10,3.83 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.383,M,,,,
44,182.3,POTASSIUM OCTANOATE,3.95 E-3 M HEPTANOL-1 2. EOI K OH,10,3.65 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.365,M,,,,
44,182.3,POTASSIUM OCTANOATE,7.42 E-3 M HEPTANOL-1 2. EOI K OH,10,3.41 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.341,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.43 E-2 M HEPTANOL-1 2. EOI K OH,10,3.28 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.328,M,,,,
44,182.3,POTASSIUM OCTANOATE,7.1 E-4 M OCTANOL-1 2. EOI K OH,10,3.84 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.384,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.36 E-3 M OCTANOL-1 2. EOI K OH,10,3.71 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.371,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.73 E-3 M OCTANOL-1 2. EOI K OH,10,3.54 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.354,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.54 E-3 M OCTANOL-1 2. EOI K OH,10,3.47 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.347,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.28 E-1 M PROPANOL-1 2. EOI K OH,10,3.73 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.373,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.43 E-1 M PROPANOL-1 2. EOI K OH,10,3.53 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.353,M,,,,
44,182.3,POTASSIUM OCTANOATE,4.37 E-1 M PROPANOL-1 2. EOI K OH,10,3.18 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.318,M,,,,
44,182.3,POTASSIUM OCTANOATE,7.05 E-1 M PROPANOL-1 2. EOI K OH,10,2.92 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.292,M,,,,
44,182.3,POTASSIUM OCTANOATE,9.42 E-1 M PROPANOL-1 2. EOI K OH,10,2.48 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.248,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.27 EOM PROPANOL-1 2. E 0 I K OH,10,2.21 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.221,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.63 E-4 M NONANOL-1 2. EOI K OH,10,3.88 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.388,M,,,,
44,182.3,POTASSIUM OCTANOATE,3.18 E-4 M NONANOL-1 2. EOI K OH,10,3.80 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.38,M,,,,
44,182.3,POTASSIUM OCTANOATE,4.65 E-4 M NONANOL-1 2. EOI K OH,10,3.69 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.369,M,,,,
44,182.3,POTASSIUM OCTANOATE,6.36 E-4 M NONANOL-1 2. EOI K OH,10,3.63 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.363,M,,,,
44,182.3,POTASSIUM OCTANOATE,3.1 E O C 0090 2. EOI K OH,25,3.4 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.34,M,,,,
44,182.3,POTASSIUM OCTANOATE,5.6 E O C 0090 2. EOI K OH,25,3.1 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.31,M,,,,
44,182.3,POTASSIUM OCTANOATE,9.4 E O C 0090 2. E 0 I K OH,25,2.8 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.28,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.36 E 1 C 0090 2. EOI K OH,25,2.5 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.25,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.19 E1C 0090 2. EOI K OH,25,2.1 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54003,L,L,0.21,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.51 E1C 0090 2. EOI K OH,25,2.0 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.2,M,,,,
44,182.3,POTASSIUM OCTANOATE,3.32 E 1 C 0090 2. EOI K OH,25,1.8 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.18,M,,,,
44,182.3,POTASSIUM OCTANOATE,4.30 E1C 0090 2. EOI K OH,25,1.5 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.15,M,,,,
44,182.3,POTASSIUM OCTANOATE,5.91 E1C 0090 2. EOI K OH,25,1.3 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.13,M,,,,
44,182.3,POTASSIUM OCTANOATE,7.58 E1C 0090 2. EOI K OH,25,1.1 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.11,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.0 EOC 0091 2. EOI K OH,25,2.8 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.28,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.3 E O C 0091 2. EOI K OH,25,2.0 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.2,M,,,,
44,182.3,POTASSIUM OCTANOATE,4.4 E O C 0091 2. EOI K OH,25,1.4 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.14,M,,,,
44,182.3,POTASSIUM OCTANOATE,7.7 E O C 0091 2. EOI K OH,25,1.1 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.11,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.21 E 1 C 0091 2. E O I K OH,25,8.7 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.087,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.00 E1C 0091 2. EOI K OH,25,6.0 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.06,M,,,,
44,182.3,POTASSIUM OCTANOATE,3.74 E1C 0091 2. EOI K OH,25,4.2 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.042,M,,,,
44,182.3,POTASSIUM OCTANOATE,5.62 E1C 0091 2. EOI K OH,25,3.3 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.033,M,,,,
44,182.3,POTASSIUM OCTANOATE,E 0 0092 2. EOI K OH,25,,,GRAPH DATA NOT RETRIEVED,SHIN,54005,,R,,,,,,
44,182.3,POTASSIUM OCTANOATE,1.2 E O C 0092 2. EOI K OH,25,7.3 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.073,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.9 E O C 0092 2. EOI K OH,25,5.5 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.055,M,,,,
44,182.3,POTASSIUM OCTANOATE,3.6 E O C 0092 2. EOI K OH,25,4.2 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.042,M,,,,
44,182.3,POTASSIUM OCTANOATE,4.6 E O C 0092 2. E 0 : I K OH,25,3.1 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.031,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.67 E1C 0092 2. E 0 1 I K OH,25,2.1 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.021,M,,,,
44,182.3,POTASSIUM OCTANOATE,3.61 E1C 0092 2. EOI K OH,25,1.5 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.015,M,,,,
44,182.3,POTASSIUM OCTANOATE,6.18 E1C 0092 2. E O I K OH,25,1.1 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.011,M,,,,
44,182.3,POTASSIUM OCTANOATE,0296 2. EOI K OH,25,,,SEE CMPD NMBR IN ADDITV,SHIN,54005,,X,,,,,,
44,182.3,POTASSIUM OCTANOATE,2.3 E O C 0297 2. EOI K OH,25,3.0 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.3,M,,,,
44,182.3,POTASSIUM OCTANOATE,3.8 E O C 0297 EOI OH 2. K,25,2.5 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.25,M,,,,
44,182.3,POTASSIUM OCTANOATE,6.1 E O C 0297 2. EOI K OH,25,2.2 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.22,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.09 E1C 0297 2. EOI K OH,25,1.7 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.17,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.73 E1C 0297 2. EOI K OH,25,1.3 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.13,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.94 E1C 0297 2. EOI K OH,25,9.6 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.096,M,,,,
44,182.3,POTASSIUM OCTANOATE,5.01 E1C 0297 2. E 0 1 I K OH,25,6.8 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.068,M,,,,
44,182.3,POTASSIUM OCTANOATE,6.87 E1C 0297 2. E 0 I K OH,25,5.6 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54005,G,L,0.056,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.68 E-2 M 3-METHYL BUTANOL-1 2. K OH,10,3.80 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.38,M,,,,
44,182.3,POTASSIUM OCTANOATE,4.47 E-2 M 3-METHYL BUTANOL-1 2. EOI K OH,10,3.53 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.353,M,,,,
44,182.3,POTASSIUM OCTANOATE,9.04 E-2 M 3-METHYL BUTANOL-1 2. E I K OH,10,3.20 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.32,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.42 E-1 M 3-METHYL BUTANOL-1 2. EOI K OH,10,2.88 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.288,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.92 E-1 M 3-METHYL BUTANOL-1 2. E I K OH,10,2.27 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.227,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.68 E-1 M 3-METHYL BUTANOL-1 2. E K OH,10,2.00 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,55004,T,L,0.2,M,,,,
44,182.3,POTASSIUM OCTANOATE,9.7 EOC 0090 5.61 E 1 0091 2. E 0 I K OH,25,3.7 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54003,L,L,0.037,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.40 E 1 0090 3.61 E 1 C 0091 2. E 0 I K OH,25,4.7 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54003,L,L,0.047,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.65 0090 2.49E1 0091 2. E 0 I K OH,25,5.8 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54003,L,L,0.058,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.81 E1C 0090 1.75E1 0091 2. E 0 I K OH,25,6.9 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54003,L,L,0.069,M,,,,
44,182.3,POTASSIUM OCTANOATE,1.92 C 0090 1.24 E 1 0 0091 2. E 0 I K OH,25,8.2 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54003,L,L,0.082,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.01 E1C 0090 8.6 E O C 0091 2. E 0 I K OH,25,9.7 X10-2 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54003,L,L,0.097,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.07 0090 5.7 E O C 0091 2. E 0 I K OH,25,1.2 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54003,L,L,0.12,M,,,,
44,182.3,POTASSIUM OCTANOATE,2.12 E 1 C 0090 3.3 E O C 0091 2. E 0 I K OH,25,1.4 X10-1 M,BG,VISUAL SPCTR CHNGE PNCN,SHIN,54003,L,L,0.14,M,,,,
